,English,Arabic,Russian,Spanish,WikiData_id,Entity_name,Occupation_name,Perceived_gender,url
294,"Diana López  is an American Olympic Taekwondo competitor from Sugar Land, Texas.",ديانا لوبيز: ‏ هي لاعبة أولمبية للتايكوندو أمريكية من شوجر لاند، تكساس.,"Дайана Лопес  — американская тхэквондистка никарагуанского происхождения из Шуга Ленда, Техас.",Diana López  es una deportista estadounidense que compitió en taekwondo.,Q290181,Diana López,['taekwondo athlete'],female,https://en.wikipedia.org/wiki/Diana_L%C3%B3pez_(taekwondo)
295,"She competed at the 2016 Summer Olympics in Rio de Janeiro, in the women's 49 kg and won bronze medal.",تنافست في الألعاب الأولمبية الصيفية لسنة 2016 في ريو دي جانيرو ضمن فئة 49 كيلوغرام سيدات وحازت على ميدالية نحاسية.,На летних Олимпийских играх 2016 года выиграла бронзовую медаль.,"Participó en los Juegos Olímpicos de Río de Janeiro 2016, obteniendo una medalla de bronce en la categoría de –49 kg.​",Q20656092,Patimat Abakarova,['taekwondo athlete'],female,https://en.wikipedia.org/wiki/Patimat_Abakarova
296,He won the gold medal at the 2012 Olympics in the  58 kg division and the bronze medal at the 2016 Olympics in the  68 kg category.,حصل على الميدالية الذهبية ضمن فئة 58 كيلوغرام في دورة الألعاب الأولمبية عام 2012 ، كما حاز على الميدالية البرونزية ضمن فئة 68 كيلوغرام في دورة الألعاب الأولمبية عام 2016.,"В январе 2012 года, на европейских квалификационных соревнованиях в Казани, Гонсалес выиграл золотую медаль в категории до 58 кг и бронзовую медаль в категории 68 кг в летних олимпийских играх 2016 года.","Ganó la medalla de oro en los Juegos Olímpicos de 2012, en la categoria de 58 kg, y la de bronce en Juegos Olímpicos de 2016, en la categoría de –68 kg.​",Q551448,Joel González,['taekwondo athlete'],male,https://en.wikipedia.org/wiki/Joel_Gonz%C3%A1lez
297,Tamer Salah Ali Abdu Bayoumi    is an Egyptian taekwondo athlete who won a bronze medal in the 58 kg weight class at the 2004 Summer Olympics after defeating Juan Antonio Ramos of Spain.,تامر بيومي هو لاعب تايكواندو مصري نجح في تحقيق الميدالية البرونزية في التايكواندو في وزن 58 كغم في الألعاب الأولمبية الصيفية 2004 بعد تغلبه على اللاعب الإسباني خوان أنطونيو راموس .,"Тамер Салах Али Абду Байюми  — египетский таэквондист, бронзовый призёр Олимпийских Игр 2016 года в категории 58 кг, победивший Хуан Антонио Рамоса из Испании.",Tamer Salah Ali Abdu Bayoumi es un atleta egipcio de taekwondo que ganó la medalla de bronce en la categoría de 58 kg en los Juegos Olímpicos de Verano de 2004 tras derrotar al español Juan Antonio Ramos.,Q204114,Tamer Bayoumi,['taekwondo athlete'],male,https://en.wikipedia.org/wiki/Tamer_Bayoumi
298,She was awarded a bachelor's degree in French from the University of Pennsylvania in 1951.,حازت تشومسكي على درجة البكالوريوس في الفرنسية من جامعة بنسلفانيا في عام 1951.,В 1951 году она получила степень бакалавра по французскому языку в Пенсильванском университете.,Se graduó en filología francesa por la Universidad de Pensilvania en 1951.,Q138690,Carol Chomsky,['linguist'],female,https://en.wikipedia.org/wiki/Carol_Chomsky
299,From 1997 until 1999 he also served as president of the International Cognitive Linguistics Association.,من عام 1997 حتى عام 1999 وشغل أيضا منصب رئيس الاتحاد الدولي لجمعية اللغويات المعرفية.,С 1997 по 1999 гг. он также был президентом Международной ассоциации когнитивной лингвистики.,Desde 1997 hasta 1999 también fue Presidente de la International Cognitive Linguistics Association.,Q726075,Ronald Langacker,['linguist'],male,https://en.wikipedia.org/wiki/Ronald_Langacker
300,Katrin Wagner-Augustin  is a German sprint canoer who has competed since the late 1990s.,كاترين فاغنر أوغوستين ‏هي لاعبة أولمبية لرياضة كانو-كاياك من ألمانيا تتنافس منذ أواخر التسعينيات.,"Катрин Вагнер-Аугустин  — немецкая каноистка в спринте, выступала на соревнованиях с конца 1990-х годов.",Katrin Wagner-Augustin  es una deportista alemana que compite en piragüismo en la modalidad de aguas tranquilas.,Q62922,Katrin Wagner-Augustin,['kayaker'],female,https://en.wikipedia.org/wiki/Katrin_Wagner-Augustin
301,Agneta Monica Andersson  is a former Swedish sprint canoer who competed from the early 1980s to the late 1990s.,أغنيتا أندرسون هي لاعبة أولمبية سابقة لرياضة كانو-كاياك من السويد، تنافست من أوائل الثمانينيات إلى أواخر التسعينيات.,"Агне́та Мо́ника А́ндерссон  — бывшая шведская каноистка в спринте, выступала на соревнованиях с начала 1980-х до конца 1990-х годов.",Agneta Monica Andersson  es una deportista sueca que compitió en piragüismo en la modalidad de aguas tranquilas.,Q210434,Agneta Andersson,['kayaker'],female,https://en.wikipedia.org/wiki/Agneta_Andersson
302,Kay Bluhm  is an East German-German sprint canoer who competed from the late 1980s to the late 1990s.,كاي بلوم هي لاعبة أولمبية لرياضة كانو-كاياك من ألمانيا الشرقية، وقد تنافس من أواخر الثمانينيات إلى أواخر التسعينيات.,"Кай Блум  — немецкий каноист-спринтер, выступал на соревнованиях с конца 1980-х до конца 1990-х годов.",Kay Bluhm  es un deportista alemán que compitió en piragüismo en la modalidad de aguas tranquilas.,Q685510,Kay Bluhm,['kayaker'],male,https://en.wikipedia.org/wiki/Kay_Bluhm
303,Torsten Gutsche  is an East German-German sprint canoer who competed from the late 1980s to the late 1990s.,تورستن غوتشي هو لاعب أولمبي لرياضة كانو-كاياك من ألمانيا الشرقية، وقد تنافس من أواخر الثمانينيات إلى أواخر التسعينيات.,"То́рстен Гу́че  — немецкий каноист-спринтер, выступал на соревнованиях с конца 1980-х до конца 1990-х годов.",Torsten Gutsche  es un deportista alemán que compitió en piragüismo en la modalidad de aguas tranquilas.,Q66220,Torsten Gutsche,['kayaker'],male,https://en.wikipedia.org/wiki/Torsten_Gutsche
304,"In 1999, she won the Mirjam Helin Singing Competition in Helsinki, Finland.",في عام 1999، فازت في مسابقة ميريام هيلين للغناء في هلسنكي، فنلندا.,"В 1999 году она стала лауреатом конкурса молодых вокалистов имени Мирьям Хелин, проходившего в Хельсинки, Финляндия.","En 1999 ganó la Mirjam Helin Singing Competition en Helsinki, Finlandia.",Q235225,Elīna Garanča,['opera singer'],female,https://en.wikipedia.org/wiki/El%C4%ABna_Garan%C4%8Da
305,Heather Mary Harper CBE  was a Northern Irish operatic soprano.,هيثر ماري هاربر رتبة الإمبراطورية البريطانية‏ هي مغنية أوبرا أيرلندية.,"Хи́зер Мэ́ри Ха́рпер, кавалер Ордена Британской Империи  — оперная певица из Северной Ирландии, сопрано.",Heather Mary Harper CBE ​ fue una soprano de ópera norirlandesa.,Q440868,Heather Harper,['opera singer'],female,https://en.wikipedia.org/wiki/Heather_Harper
306,Jakub Józef Orliński  is a Polish operatic countertenor singer.,ياكوب يوزيف أورلينسكي هو مغني أوبرا كاونترتينور بولندي.,Якуб Юзеф Орлинский  — польский оперный певец-контртенор.,Jakub Józef Orliński  es un contratenor de ópera polaco.​,Q47004046,Jakub Józef Orliński,['opera singer'],male,https://en.wikipedia.org/wiki/Jakub_J%C3%B3zef_Orli%C5%84ski
307,"Joan Pons Álvarez  is a Spanish operatic baritone, known internationally as Juan Pons.",جوان بونس ألفاريز ‏هو باريتون أوبرالي إسباني، يُعرف دوليًا باسم خوان بونس.,"Хуан Понс Альварес — испанский оперный певец-баритон, международно известный как Хуан Понс.","Joan Pons Álvarez es un barítono de ópera español, conocido internacionalmente como Juan Pons.",Q261304,Joan Pons Álvarez,['opera singer'],male,https://en.wikipedia.org/wiki/Juan_Pons
308,Sally Quillian Yates  is an American lawyer.,سالي ييتيس ‏محامية أميركية.,Салли Куиллиан Йейтс  — американский юрист.,Sally Caroline Yates  es una abogada estadounidense.,Q21062855,Sally Yates,['official'],female,https://en.wikipedia.org/wiki/Sally_Yates
309,"He entered the workforce in September 1980, and joined the Communist Party of China in January 1987.",دخل إلى القوى العاملة في سبتمبر 1980، وانضم إلى الحزب الشيوعي الصيني في يناير 1987.,"Он поступил на работу в сентябре 1980 года, а в январе 1987 года вступил в Коммунистическую партию Китая.",Ingresó a la fuerza laboral en septiembre de 1980 y se unió al Partido Comunista de China en enero de 1987.​,Q16904742,Zhou Xianwang,['official'],male,https://en.wikipedia.org/wiki/Zhou_Xianwang
310,The Duke and Duchess lived in France in the pre-war years.,عاش دوق ودوقة ونديسور سنوات ما قبل الحرب في فرنسا.,Герцог и герцогиня Виндзор проживали во Франции в довоенные годы. ,El Duque y la Duquesa vivieron en Francia los años anteriores a la guerra.,Q209417,Wallis Simpson,['collector'],female,https://en.wikipedia.org/wiki/Wallis_Simpson
