,English,Swahili,Wikidata,entity_name,occupation_name,gender,url
725,Djebar is considered to be one of North Africa's pre-eminent and most influential writers.,Djebar hutazamwa kama mmoja wa waandishi maarufu zaidi na wenye ushawishi mkubwa katika eneo la Afrika Kaskazini.,Q157313,Assia Djebar,linguist,female,https://en.wikipedia.org/wiki/Assia_Djebar
726,"We are not going to suffer them now.""",hatutawatesa sasa,Q186525,Julius Nyerere,linguist,male,https://en.wikipedia.org/wiki/Julius_Nyerere
727,After midnight!,Baaada ya usiku wa manane,Q186525,Julius Nyerere,linguist,male,https://en.wikipedia.org/wiki/Julius_Nyerere
728,"He was one of 25 surviving children of Nyerere Burito, the chief of the Zanaki people.","Alikuwa mmojawapo kati watoto 26 waliosalia wa Nyerere Burito, chifu wa kabila la Wazanaki.",Q186525,Julius Nyerere,linguist,male,https://en.wikipedia.org/wiki/Julius_Nyerere
59,Victoria  was Queen of the United Kingdom of Great Britain and Ireland from 20 June 1837 until her death in 1901.,Malkia Viktoria wa Uingereza alikuwa malkia wa Ufalme wa Muungano Great Britain tangu Juni 20 mwaka 1837 hadi kifo chake 1901.,Q9439,Queen Victoria,monarch,female,https://en.wikipedia.org/wiki/Queen_Victoria
60,"Olaf II Haraldsson , later known as Saint Olaf , was King of Norway from 1015 to 1028.","Olaf II Haraldsson , aliyejulikana baadae kama Saint Olaf alikuwa mfalme wa Norway kuanzia mwaka 1015 hadi 1028.",Q208331,Olaf II of Norway,monarch,male,https://en.wikipedia.org/wiki/Olaf_II_of_Norway
494,"Radegund  was a Thuringian princess and Frankish queen, who founded the Abbey of the Holy Cross at Poitiers.","Radegunda alikuwa malkia wa Wafaranki klakini alitokea Thuringia, alikuwa mwanzilishi wa Abbey of the Holy Cross huko Poitiers",Q236974,Radegund,monarch,female,https://en.wikipedia.org/wiki/Radegund
495,"Louis XIV , also known as Louis the Great  or the Sun King , was King of France from 14 May 1643 until his death in 1715.",Louis XIV alikuwa mfalme wa Ufaransa tangu 14 Mei 1643 hadi kifo chake mwaka 1715,Q7742,Louis XIV of France,monarch,male,https://en.wikipedia.org/wiki/Louis_XIV
4,She was beatified on 9 June 1940 and canonized by Pope Pius XII on 23 April 1950.,"Papa Pius XII alimtangaza mwenyeheri tarehe 9 Juni 1940, halafu mtakatifu tarehe 23 Aprili 1950.",Q286818,Emilie de Rodat,mystic,female,https://en.wikipedia.org/wiki/%C3%89milie_de_Rodat
5,Joseph was beatified in 1753 and canonized in 1767.,"Alitangazwa kuwa mwenye heri mwaka 1753, halafu alitangazwa kuwa mtakatifu mwaka 1767.",Q313807,Joseph of Cupertino,mystic,male,https://en.wikipedia.org/wiki/Joseph_of_Cupertino
396,"The historical St Pelagia, mentioned by St Ambrose and in two sermons by John Chrysostom, was an Antiochene virgin who was martyred because of her refusal to offer pagan sacrifice during the Diocletianic Persecution.","Pelagia wa Antiokia alikuwa mwanamke Mkristo wa karne ya 4 wa huko Antiokia, leo nchini Uturuki, ambaye baada ya kuishi kwa anasa aliishi kwa toba kali hadi kuharibu afya yake na hatimaye kufa.",Q264502,Saint Pelagia,mystic,female,https://en.wikipedia.org/wiki/Pelagia
397,"Symeon's writings include Hymns of Divine Love, Ethical Discourses, and The Catechetical Discourses.","Maandishi yake ni kama vile Tenzi za Upendo wa Mungu, Hotuba za Kimaadili na Hotuba za kikatekesi.",Q381710,Symeon the New Theologian,mystic,male,https://en.wikipedia.org/wiki/Symeon_the_New_Theologian
143,"It is to me as if the whole world died today.""","Kwangu ni ulimwengu wote umekufa leo.""",Q159862,Elizabeth of Hungary,nurse,female,https://en.wikipedia.org/wiki/Elizabeth_of_Hungary
144,"Upon hearing the news of her husband's death, Elizabeth reportedly said, ""He is dead.","Alipopata habari za kifo cha mumewe, Elizabeti alisema, ""Amekufa.",Q159862,Elizabeth of Hungary,nurse,female,https://en.wikipedia.org/wiki/Elizabeth_of_Hungary
145,"On the suggestion of Konrad, and by papal command, examinations were held of those who had been healed between August 1232 and January 1235.","Kwa pendekezo la Konrad, na agizo la Papa, kesi ilianza kati ya walioponywa kiajabu kati ya Agosti 1232 na Januari 1235.",Q159862,Elizabeth of Hungary,nurse,female,https://en.wikipedia.org/wiki/Elizabeth_of_Hungary
146,Elizabeth was the daughter of King Andrew II of Hungary and Gertrude of Merania.,Alikuwa binti wa Andrea II wa Hungaria na Getrude wa Merania.,Q159862,Elizabeth of Hungary,nurse,female,https://en.wikipedia.org/wiki/Elizabeth_of_Hungary
147,She was canonized by Pope Gregory IX on 24 May 1235.,Elizabeti alitangazwa na Papa Gregori IX kuwa mtakatifu 27 Mai 1235.,Q159862,Elizabeth of Hungary,nurse,female,https://en.wikipedia.org/wiki/Elizabeth_of_Hungary
148,"Peter Petrelli, portrayed by Milo Ventimiglia, is a fictional superhero on the NBC superhero drama series Heroes.","Peter Petrelli, imechezwa na Milo Ventimiglia, ni jina la kutaja uhusika katika mfululizo wa ubunifu wa kisayansi kupitia televisheni ya NBC - maarufu Heroes.",Q1050850,Peter Petrelli,nurse,male,https://en.wikipedia.org/wiki/Peter_Petrelli
149,"Sensitive and compassionate, the character was initially defined by his complex relationship with his older brother, Nathan.","Mwepesi kuona jambo na vilevile ana huruma mno, awali uhusika ulionekana kuwa na uhusiano mgumu sana na ndugu yake ambaye ni Nathan.",Q1050850,Peter Petrelli,nurse,male,https://en.wikipedia.org/wiki/Peter_Petrelli
150,"The character is a hospice nurse-turned-paramedic in his mid-20s with the power to absorb and mimic the powers of other people with special abilities, or powers.",Mhusika ni mwuguzi wa jumba la watu mahututi ambaye amegeukia daktari msaidizi akiwa katikati mwa miaka 20 akiwa na nguvu za kufyonza na kugezea nguvu za watu wengine wenye vipawa.,Q1050850,Peter Petrelli,nurse,male,https://en.wikipedia.org/wiki/Peter_Petrelli
151,"In desperation all the characters in the series race to try and save New York City in fear that Peter will ""blow up"" the city like a bomb.","Katika hekaheka, wahusika wote wa mfululizo walikuwa katika mbio za kuukoa mji New York City kwa hofu kuwa Peter atalipua mji kama bomu la nyuklia.",Q1050850,Peter Petrelli,nurse,male,https://en.wikipedia.org/wiki/Peter_Petrelli
152,"Minutes from when he's about to explode, Peter's older brother, Nathan, flies him high above the skyline and saves the people of New York City.",Dakika kadhaa kabla ya kulipuka anatokea ndugu yake Peter ambaye ni Nathan na kupaa nae angani na kuokoa watu wa jiji la New York City.,Q1050850,Peter Petrelli,nurse,male,https://en.wikipedia.org/wiki/Peter_Petrelli
325,"Born in Salvador, Bahia, the second daughter of Augusto Lopes Pontes and Dulce Maria de Souza, as Maria Rita de Souza Pontes, she entered religious life when she was 18 years old.","Dulse Pontes, kwa jina la awali Maria Rita de Souza Pontes alikuwa mtawa Mfransisko ambaye alianzisha taasisi kwa ajili ya fukara.",Q461850,Irmã Dulce Pontes,nurse,female,https://en.wikipedia.org/wiki/Irm%C3%A3_Dulce
326,"It was announced on 1 July 2019 that Pontes would be canonized with four others on 13 October 2019, making her the first Brazilian female saint.","Alitangazwa na Papa Benedikto XVI kuwa mwenye heri tarehe 22 Mei 2011, halafu Papa Fransisko alimtangaza mtakatifu tarehe 13 Oktoba 2019, akiwa mwanamke wa kwanza kutoka Brazil.",Q461850,Irmã Dulce Pontes,nurse,female,https://en.wikipedia.org/wiki/Irm%C3%A3_Dulce
327,"He was beatified by Pope Benedict XIV in the year 1742, and canonized by him four years later in 1746.","Alitangazwa na Papa Benedikto XIV kuwa mwenye heri mwaka 1742, halafu mtakatifu mwaka 1746.",Q332656,Camillus de Lellis,nurse,male,https://en.wikipedia.org/wiki/Camillus_de_Lellis
328,"Camillus de Lellis, M.I.,  was a Roman Catholic priest from Italy who founded the Camillians, a religious order dedicated to the care of the sick.","Kamili wa Lellis alikuwa padri na mwanzilishi wa shirika la kitawa maalumu kwa ajili ya huduma za wagonjwa: Watumishi wa Wagonjwa, kwa kifupi M.I.",Q332656,Camillus de Lellis,nurse,male,https://en.wikipedia.org/wiki/Camillus_de_Lellis
492,Their shared feast day is celebrated on April 15.,Sikukuu yao husherehekewa tarehe 15 Aprili,Q76680,Marianne Cope,nurse,female,https://en.wikipedia.org/wiki/Marianne_Cope
493,His feast day is celebrated on March 8.,Sikukuu yake ni tarehe 8 Machi.,Q320171,John of God,nurse,male,https://en.wikipedia.org/wiki/John_of_God
153,She studied political sciences and environmental sciences.,Alisoma sayansi ya siasa na sayansi ya mazingira.,Q104081019,Lucie Pinson,organizational founder,female,https://en.wikipedia.org/wiki/Lucie_Pinson
154,Lucie Pinson was born in 1985 in Nantes.,Lucie Pinson alizaliwa mnamo 1985 huko Nantes.,Q104081019,Lucie Pinson,organizational founder,female,https://en.wikipedia.org/wiki/Lucie_Pinson
155,In 2020 she founded Reclaim Finance.,Mnamo 2020 alianzisha Reclaim Finance.,Q104081019,Lucie Pinson,organizational founder,female,https://en.wikipedia.org/wiki/Lucie_Pinson
156,She led a campaign that convinced 16 French banks to no longer invest in carbon-energy based industries.,Aliongoza kampeni iliyoshawishi benki 16 za Ufaransa kutowekeza tena katika tasnia ya nishati ya kaboni.,Q104081019,Lucie Pinson,organizational founder,female,https://en.wikipedia.org/wiki/Lucie_Pinson
157,In 2013 she joined Friends of the Earth.,Mnamo 2013 alijiunga na Friends of the Earth.,Q104081019,Lucie Pinson,organizational founder,female,https://en.wikipedia.org/wiki/Lucie_Pinson
158,"Lucie Pinson is a French environmentalist, founder and director of the NGO Reclaim Finance, and one of the 6 winners of the 2020 Goldman Environmental Prize, the most important award for environmental activists.","Lucie pinson ni mwanamazingira mfaransa, mwanzilishi na mkurugenzi mtendaji wa shirika la Reclaim Finance na ni mmoja wa washindi 6 wa Tuzo ya Mazingira ya Goldman ya 2020, tuzo muhimu zaidi kwa wanaharakati wa mazingira.",Q104081019,Lucie Pinson,organizational founder,female,https://en.wikipedia.org/wiki/Lucie_Pinson
159,In 2011 his house was firebombed for his advocacy.,Mnamo 2011 nyumba yake ilipigwa moto kwa utetezi wake.,Q19862412,Desmond D'Sa,organizational founder,male,https://en.wikipedia.org/wiki/Desmond_D%27Sa
160,Desmond D'Sa is a South African environmentalist who received the 2014 Goldman Prize.,Desmond D'Sa ni mwanamazingira kutoka Afrika Kusini ambaye alipokea Tuzo ya Mazingira ya Goldman ya 2014.,Q19862412,Desmond D'Sa,organizational founder,male,https://en.wikipedia.org/wiki/Desmond_D%27Sa
161,For his work he received an honorary doctorate from the Durban University of Technology.,Kwa kazi yake alipata udaktari wa heshima kutoka Chuo Kikuu cha Teknolojia cha Durban.,Q19862412,Desmond D'Sa,organizational founder,male,https://en.wikipedia.org/wiki/Desmond_D%27Sa
162,To address this he founded the South Durban Community Environmental Alliance.,Ili kushughulikia hili alianzisha South Durban Community Environmental Alliance.,Q19862412,Desmond D'Sa,organizational founder,male,https://en.wikipedia.org/wiki/Desmond_D%27Sa
163,"He is known for protesting Environmental justice issues in Durban, South Africa related to access to greenspace and pollution.","Anajulikana kwa kupigania maswala ya haki za Mazingira huko Durban, Afrika Kusini yanayohusiana na upatikanaji wa nafasi ya kijani na uchafuzi wa mazingira.",Q19862412,Desmond D'Sa,organizational founder,male,https://en.wikipedia.org/wiki/Desmond_D%27Sa
164,"That network has been successful at opposing other polluting sites, and is advocated to prevent expansion of the Port of Durban.","Mtandao huo umefanikiwa kupinga maeneo mengine yanayochafua mazingira, na ulitetea kuzuia upanuzi wa bandari ya Durban.",Q19862412,Desmond D'Sa,organizational founder,male,https://en.wikipedia.org/wiki/Desmond_D%27Sa
321,"Omotola's original ambition was to work in business management, while awaiting her results from university, she began modelling to earn a living.",Omotola alikuwa na ndoto za kuwa mtaalamu katika masuala ya biashara lakini pia alianza kujihusisha na uanamitindo .,Q3511530,Omotola Jalade Ekeinde,philanthropist,female,https://en.wikipedia.org/wiki/Omotola_Jalade_Ekeinde
322,"Her mother, Oluwatoyin Jalade nÃ©e Amori Oguntade, worked at J.T Chanrai Nigeria, and her father, Oluwashola Jalade, worked at the YMCA and the Lagos Country Club.","Omotola, anatokea katika jimbo la Ondo State,alizaliwa katika jimbo la Lagos, Omotola alikulia katika famili ya watu watano,wazazi wake pamoja na kaka zake wawili ambao ni Tayo na Bolaji Jalade,mama yake Oluwatoyin Jalade nÃ©e Amori Oguntade, anafanya kazi katika kampuni ya J.T Chanrai' ya Nigeria,na baba yake , Oluwashola Jalade katika jmbo la Lagos.",Q3511530,Omotola Jalade Ekeinde,philanthropist,female,https://en.wikipedia.org/wiki/Omotola_Jalade_Ekeinde
323,These highly controversial gifts to members of the ruling PDP party have generated significant concerns despite highly publicized anti-corruption drives during Obasanjo's second term.,Zawadi hizo zenye utata kwa wanachama wa chama tawala cha People's Democratic Party zimechangia wasiwasi juu ya ufisadi licha ya kampeni za kupambana na rushwa zilizoongozwa na Obasanjo katika kipindi chake cha pili cha uongozi.,Q1394965,Aliko Dangote,philanthropist,male,https://en.wikipedia.org/wiki/Aliko_Dangote
324,Aliko Dangote GCON  is a Nigerian business magnate.,Aliko Dangote ni mfanyabiashara mkubwa nchini Nigeria.,Q1394965,Aliko Dangote,philanthropist,male,https://en.wikipedia.org/wiki/Aliko_Dangote
590,"In October 2014, she was included in the BBC's 100 Women.","Mnamo Oktoba 2014, alijumuishwa katika Wanawake 100 wa BBC.",Q57388,Joyce Banda,philanthropist,female,https://en.wikipedia.org/wiki/Joyce_Banda
591,Joyce Hilda Banda  is a Malawian politician who was the President of Malawi from 7 April 2012 to 31 May 2014.,Joyce Hilda Banda ni mwanasiasa wa Malawi ambaye alikuwa Rais wa Malawi kutoka tarehe 7 Aprili 2012 hadi 31 Mei 2014.,Q57388,Joyce Banda,philanthropist,female,https://en.wikipedia.org/wiki/Joyce_Banda
592,"In June 2014, Forbes named President Banda as the 40th most powerful woman in the world and the most powerful woman in Africa.","Mnamo Juni 2014, Forbes alitaja Rais Banda kama mwanamke wa 40 mwenye nguvu zaidi duniani na mwanamke mwenye nguvu zaidi barani Afrika.",Q57388,Joyce Banda,philanthropist,female,https://en.wikipedia.org/wiki/Joyce_Banda
593,"An educator and grassroots women's rights activist, she was the Minister of Foreign Affairs from 2006 to 2009 and the Vice-President of Malawi from May 2009 to April 2012.","Mwelimishaji na mwanaharakati wa kutetea haki za wanawake, alikuwa Waziri wa Mambo ya nje kutoka 2006 hadi 2009 na Makamu wa Rais wa kwanza wa Malawi kuanzia Mei 2009 hadi Aprili 2012.",Q57388,Joyce Banda,philanthropist,female,https://en.wikipedia.org/wiki/Joyce_Banda
594,"Before her active career in politics, she was the founder of the Joyce Banda Foundation, founder of the National Association of Business Women , Young Women Leaders Network and the Hunger Project.","Kabla ya kazi yake katika siasa alikuwa mwanzilishi wa Joyce Banda Foundation, mwanzilishi wa Jumuiya ya Kitaifa ya Wanawake wa Biashara , Mtandao wa Viongozi wa Vijana na Mradi wa Njaa.",Q57388,Joyce Banda,philanthropist,female,https://en.wikipedia.org/wiki/Joyce_Banda
595,"Banda was Malawi's fourth president and its first female president and second female head of state, after Elizabeth II.",Alikuwa Rais wa nne wa Malawi na rais wake wa kwanza wa kike na mkuu wa nchi wa pili wa kike baada ya Elizabeth II.,Q57388,Joyce Banda,philanthropist,female,https://en.wikipedia.org/wiki/Joyce_Banda
596,She had served in various roles as a member of Parliament and as Minister of Gender and Child Welfare before she became the President of the Republic of Malawi.,"Kabla ya kuwa Rais wa Jamhuri ya Malawi, alikuwa akihudumu katika majukumu mbalimbali kama Mjumbe wa Bunge, Waziri wa Jinsia na Ustawi wa Watoto, na kama Waziri wa Mambo ya nje.",Q57388,Joyce Banda,philanthropist,female,https://en.wikipedia.org/wiki/Joyce_Banda
